"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-65.89","45.32","SAINT JOHN A","8104901","2012-01-01","2012","01","01","","","","","","","","","","","","","","","","","","","","","","",""
"-65.89","45.32","SAINT JOHN A","8104901","2012-01-02","2012","01","02","","","","","","","","","","","","","","","","","","","","","","",""
"-65.89","45.32","SAINT JOHN A","8104901","2012-01-03","2012","01","03","","","","","","","","","","","","","","","","","","","","","","",""
"-65.89","45.32","SAINT JOHN A","8104901","2012-01-04","2012","01","04","","","","","","","","","","","","","","","","","","","","","","",""
"-65.89","45.32","SAINT JOHN A","8104901","2012-01-05","2012","01","05","","","","","","","","","","","","","","","","","","","","","","",""
"-65.89","45.32","SAINT JOHN A","8104901","2012-01-06","2012","01","06","","","","","","","","","","","","","","","","","","","","","","",""
"-65.89","45.32","SAINT JOHN A","8104901","2012-01-07","2012","01","07","","","","","","","","","","","","","","","","","","","","","","",""
"-65.89","45.32","SAINT JOHN A","8104901","2012-01-08","2012","01","08","","","","","","","","","","","","","","","","","","","","","","",""
"-65.89","45.32","SAINT JOHN A","8104901","2012-01-09","2012","01","09","","","","","","","","","","","","","","","","","","","","","","",""
"-65.89","45.32","SAINT JOHN A","8104901","2012-01-10","2012","01","10","","","","","","","","","","","","","","","","","","","","","","",""
"-65.89","45.32","SAINT JOHN A","8104901","2012-01-11","2012","01","11","","","","","","","","","","","","","","","","","","","","","","",""
"-65.89","45.32","SAINT JOHN A","8104901","2012-01-12","2012","01","12","","","","","","","","","","","","","","","","","","","","","","",""
